,full_text,lang,retweet_count,created_at,source,reply_screen_name,reply_followers_count,reply_friends_count,reply_statuses_count,reply_favourites_count,reply_created_at,reply_full_text,reply_retweet_count,reply_favorite_count
340,Slovákom sa od nového roku oplatí nakupovať potraviny v Česku. Ceny sú až o 1/4 lacnejšie. http://t.co/qmOUr2lMXq #SK,und,1,Tue Feb 03 14:56:02 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
341,"Lucembursko je země, kde se ročně prodá nejvíce aut – až 93 na 1000 obyvatel. #zajimavost",cs,0,Tue Feb 03 10:16:05 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
342,Kanadský dolár dosiahol najmenšej hodnoty do roku 2009. http://t.co/7iECvsE2mM #SK,und,0,Tue Feb 03 10:03:04 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
343,"""Rok 2014 bol prvým v histórii, kedy ceny na Slovensku klesali,"" hovorí Ľubomír Koršňák, náš analytik. http://t.co/jliXYW8yrk #SK",und,0,Mon Feb 02 14:56:02 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
344,"@HarryhoInfo Harry díky za zpětnou vazbu, posíláme kolegům z vývoje s žádostí o revizi a nápravu!",cs,0,Mon Feb 02 14:01:59 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HarryhoInfo,87,634,2857,16534,Tue Jan 27 09:38:31 +0000 2015,"@UniCredit_CZSK se má pořád co učit. Zavedli sice online chat,ale ten je pojat jako nešifrovaná služba třetí strany a nezní moc kompetentně.",0,0
345,"@PGernat Rezervujte si meeting na pobočce na http://t.co/8ntjD3PTxI, s kolegy pro Vás rádi poskládáme nabídku podle Vašich představ.",cs,0,Mon Feb 02 14:00:58 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PGernat,80,390,2018,711,Sun Feb 01 12:52:40 +0000 2015,"Chcem lacnejšiu hypotéku na dlhšie obdobie? Kto mi ju vie dať? @UniCredit_CZSK, VUB, Prima banka? http://t.co/RkihWY20UX",0,0
346,Za loňský rok Česká republika zaznamenala historicky nejvyšší nárůst v prodeji nových vozů – čísla vzrostla až o 17 %. #CZ,cs,0,Mon Feb 02 12:42:09 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
347,"V jarných mesiacoch očakávame zlacnenie benzínu a nafty. Ceny za liter sa budú pohybovať okolo 1,36 €. #SK",und,0,Mon Feb 02 12:31:01 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
348,RT @MarketWatch: 5 reasons to keep buying Apple: http://t.co/jiv5Wh42fK $AAPL http://t.co/giEEtwtSEu,en,31,Wed Jan 28 16:18:26 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
349,Tento rok bude pre slovenskú ekonomiku opäť náročný. Hlavným ťahúňom by mal byť domáci dopyt. http://t.co/T8DRWSNe9N #SK,und,0,Tue Jan 27 12:31:04 +0000 2015,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
350,"@zpravycz Aktuálně testujeme, ukončení test. provozu předpokládáme v polovině roku, od léta budou bezkontaktní karty nabízeny klientům.",cs,0,Mon Jan 26 12:38:39 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
351,"RT @IN_STORE_SK: UniCredit: Aj napriek občasným výkyvom môžeme povedať, že spotreba domácnosti sa dlhodobejšie odrazila od dna.... http://t…",und,1,Mon Jan 26 12:15:42 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
352,@VSTECB Ať slouží! :),cs,0,Mon Jan 26 12:15:30 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",VSTECB,78,0,80,0,Fri Jan 16 15:56:00 +0000 2015,Nově k využití - bankomat UniCredit Bank na VŠTE http://t.co/QqAhOJXZzp,1,1
353,RT @VSTECB: Nově k využití - bankomat UniCredit Bank na VŠTE http://t.co/QqAhOJXZzp,cs,1,Mon Jan 26 12:15:22 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
354,"@jackal007 Neumřela, poslední tweet jsme ale přehlídli, omlouváme se! Konec testů bude snad v létě, poté budou bezkontakt. karty v nabídce.",cs,1,Tue Jan 20 15:46:28 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Tue Jan 20 14:02:33 +0000 2015,"@UniCredit_CZSK na twitteru umřela ;( Čím to? Bylo sympatické, jak komunikují. @Cenzanni už pro ně nepracuje?",0,0
355,"@jackal007 @pavelhusek Ukončení testovacího provozu předpokládáme v polovině roku, od léta bude bezkontaktní řešení nabízeno klientům.",cs,0,Tue Jan 20 15:45:50 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Tue Jan 20 14:00:14 +0000 2015,@UniCredit_CZSK kdy konkrétně? Připravujete to už dva roky. Není to trochu moc? @pavelhusek,1,0
356,"@pavelkubelka Díky za zpětnou vazbu. Ukončení testů předpokládáme v létě, poté budou bezkontaktní karty nabízeny klientům.",cs,0,Tue Jan 20 15:45:13 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavelkubelka,116,239,6835,12336,Thu Jan 15 05:18:58 +0000 2015,"Stejny pribeh jako #R35 maji i bezkontaktni karty v @UniCredit_CZSK... roky se na tom pracuje, roky se nic nedeje :| http://t.co/KoaWnpwtcH",0,0
357,"@pavelhusek Jsme rádi že Vás výběry zdarma potěšily, technologii pro bezkontaktní karty připravujeme a snad již brzy nabídneme.",cs,0,Mon Jan 12 10:03:48 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavelhusek,645,212,21947,13221,Sun Jan 11 06:49:02 +0000 2015,Jeste ze ma @UniCredit_CZSK vybery ze vsech bankomatu zdarma.,0,0
358,"@majda_speaks @pavelhusek Pavle, bezkontaktní karty připravujeme a snad již brzy nabídneme. Jsme rádi že Vás alespoň výběry zdarma potěšily.",cs,0,Mon Jan 12 10:03:14 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
359,"Pavel Sobíšek: Tržby maloobchodu rostly v listopadu meziročně o 0,8 % včetně autosegmentu http://t.co/ASZqhFNdXR",cs,0,Mon Jan 12 10:02:18 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
360,@jackal007 @petr_stanek ..a již se to nebude opakovat. S tímto budou seznámeni i zbývající pracovníci pobočky. Přejeme krásný Nový rok,cs,0,Tue Dec 30 09:38:29 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UniCredit_CZSK,2001,115,704,156,Tue Dec 30 09:38:03 +0000 2014,"@jackal007 @petr_stanek Omlouváme se za způsobené nepříjemnosti. Ředitel pobočky nás informoval, že situaci dnes s bankéřkou opět probral.",0,2
361,"@jackal007 @petr_stanek Omlouváme se za způsobené nepříjemnosti. Ředitel pobočky nás informoval, že situaci dnes s bankéřkou opět probral.",cs,0,Tue Dec 30 09:38:03 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Mon Dec 29 20:05:16 +0000 2014,@petr_stanek holt v Česku je málo bank a zákazník nemá na výběr! @UniCredit_CZSK,0,1
362,Podle statistik si naše #ukonto častěji zřizují muži než ženy. Vůbec nejvíce klientů zaznamenáváme ve věku od 21 do 40 let. #zajímavost,cs,0,Sat Dec 20 12:31:01 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
363,Naše projekce naznačují pozitivní příspěvky k meziročnímu růstu HDP od všech složek domácí i zahraniční poptávky. http://t.co/amMoNvQFK7,cs,0,Fri Dec 19 12:31:10 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
364,@jackal007 Raději uživatelské číslo (pro přihlášení od Online Banking),cs,0,Fri Dec 19 09:13:29 +0000 2014,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",jackal007,1688,395,71757,66408,Fri Dec 19 09:12:36 +0000 2014,@UniCredit_CZSK myslíte číslo účtu?,0,0
365,"@fail_milan Milane, díky za zprávu, chápeme že se reklama nemusí trefit do vkusu každému, vážíme si každé zpětné vazby :)",cs,0,Fri Dec 19 09:00:31 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
366,"@HarryhoInfo Účet není mrtvý Harry, pokud jsme nějaký tweet přehlídli, velice se omlouváme. Můžeme nějak pomoci? Díky!",cs,0,Fri Dec 19 08:59:04 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HarryhoInfo,87,634,2857,16534,Wed Dec 10 16:22:28 +0000 2014,"Účet @UniCredit_CZSK mrtvý a když tak koukám na bankovnictví ostatních bank, tak tady bohužel jak za krále klacka :(",0,0
367,"@khudorozhkov Dmitriy, doporučujeme SMART klíč, aplikaci která vygeneruje potvrzovací/přihlašovací kód bez ohledu na operátora. Vše zdarma",cs,0,Fri Dec 19 08:58:05 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",khudorozhkov,153,305,24473,68879,Wed Dec 10 18:14:04 +0000 2014,"@UniCredit_CZSK Všimněte si, že Online Banking login SMS nepřijde do Ruska (operátor Megafon).",0,0
368,"@jackal007 Zdeňku, co můžeme vylepšit aby účet ""nezdarma"" vyhovoval? :)",cs,0,Fri Dec 19 08:56:53 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Sun Dec 14 15:59:55 +0000 2014,"@martinvagner @UniCredit_CZSK, i když mi ten účet zdarma nezdarma přestává vyhovovat",0,0
369,@pavelkja Buďto tady do zpráv nebo mailem na social.media@unicreditgroup.cz Děkujeme!,cs,0,Fri Dec 19 08:56:11 +0000 2014,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",pavelkja,116,135,4106,135,Fri Dec 19 08:55:20 +0000 2014,"@UniCredit_CZSK jestli chcete nekam poslat konkretni pripominky, dejte mi vedet kam.",0,0
370,"@jackal007 Zdeňku díky za zpětnou vazbu. Pošlete nám prosím do zpráv uživatelské číslo, pošleme kolegům aby věc prověřili a napravili. Díky",cs,0,Fri Dec 19 08:55:23 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Tue Dec 16 07:56:49 +0000 2014,@UniCredit_CZSK svoje služby neustále zdokonaluje. Dneska poslala zprávu o transakci provedené PŘED PĚTI DNY!,0,0
371,"@JurajKovac Juraj, díky za zprávu. Ptáme se tedy tady, co bychom měli zlepšit? Díky moc!",cs,0,Fri Dec 19 08:54:08 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JurajKovac,157,117,1021,523,Tue Dec 16 10:55:38 +0000 2014,"10min telefonický prieskum @UniCredit_CZSK sa pýta na všeličo, ale nezaujíma ich, čo majú zlepšiť, ani prečo som primárne u @Air_Bank",0,0
372,"@pavelkja Honzo, díky za zpětnou vazbu, vážíme si každého příspěvku. Posíláme kolegům z IT vývoje jako návrh pro příští aktualizace.",cs,0,Fri Dec 19 08:53:22 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavelkja,116,135,4106,135,Thu Dec 18 14:10:06 +0000 2014,"Tvůrce #mobilní #app pro @UniCredit_CZSK musel nutně fetovat. Jinak si neumím představit, jak mohlo vzniknout něco tak nepoužitelného!",0,0
373,RT @ZdenekBubak: Představujeme Vám UniCredit Bank - 18. díl seriálu o bankách - Finparáda http://t.co/bvVhheQvI6 prostřednictvím @Finparada,cs,1,Thu Dec 18 15:44:09 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
374,"@kachnacekk Omlouváme se za způsobené nepříjemnosti. Vyžádáme si vysvětlení pobočky, věříme že už se to nebude opakovat.",cs,0,Thu Dec 04 13:37:53 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kachnacekk,404,229,1294,656,Thu Dec 04 13:36:43 +0000 2014,"@UniCredit_CZSK i mě to mrzí, jednalo se o Strossmayerovo náměstí",0,0
375,"@kachnacekk Kateřino, díky za zpětnou vazbu. Mrzí nás tato zkušenost, napíšete nám prosím o kterou pobočku se jednalo? Děkujeme",cs,0,Thu Dec 04 13:18:52 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kachnacekk,404,229,1294,656,Thu Dec 04 11:58:13 +0000 2014,"Vyběr z bankomatu @UniCredit_CZSK, karta sežrána. Prosba na pobočce o pomoc byla pro slečnu obtěžováním! Díky za protipól @Air_Bank a pomoc",0,0
376,"@byFcz @mhumpolec Zdenku, na zavedení pracujeme a rozhodně jej nepovažujeme za nepodstatnou službu. Brzy zveřejníme podrobnosti.",cs,0,Thu Dec 04 13:18:11 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",byFcz,452,963,7998,12236,Thu Dec 04 11:13:39 +0000 2014,"@mhumpolec tak ja hlavne ani nemam bezkontaktni kartu, protoze @UniCredit_CZSK to nepovazuje za nic podstatnyho. Hledal jsem jiny reseni.",0,0
377,"@pavelhusek Pavle, díky za důvěru! Bezkontaktní karty určitě budou, aktuálně pracujeme na jejich zavedení. Brzy zveřejníme podrobnosti.",cs,0,Wed Nov 19 08:16:01 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavelhusek,645,212,21947,13221,Tue Nov 18 15:39:55 +0000 2014,Platební karta u @UniCredit_CZSK nebude bezkontaktní? To mi při zakládání zatajili a já to bral jako samozřejmost...,0,0
378,"@filipinecx Máme radost, že jste spokojen, Filipe!",cs,0,Mon Nov 17 17:01:30 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",volatilni,386,180,6950,37789,Fri Nov 14 14:34:50 +0000 2014,unicredit bank si me ziskala uz pri prvnim kontaktu. namisto upjatych urednicku prekrasna slecna s nejlidstejsim pristupem. ✌ #krokkupredu,0,1
379,Na Facebooku hrajeme slovní fotbal o dva lístky na fotbalový zápas v Londýně! Přidejte se také: http://t.co/JohW6XAGij,cs,0,Mon Nov 17 17:00:35 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
380,"„Většina klientů UniCredit Bank preferuje hypotéku do 85 % LTV"", říká Petr Plocek, náš tiskový mluvčí. http://t.co/sE59rzGgjH",cs,0,Sun Nov 16 12:31:00 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
381,"Věděli jste, že s námi můžete ušetřit až 30 % na měsíčních splátkách? http://t.co/witek6HANt",cs,0,Sat Nov 15 12:31:07 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
382,Jako první zavádíme refinancování kreditních karet s nulovým úročením převedené částky během prvních šesti měsíců: http://t.co/MeDThJxGu7,cs,0,Fri Nov 14 12:31:09 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
383,Přes internet bankuje skoro polovina populace! Jak je to s bezpečností? http://t.co/rI2otBsEJc,cs,0,Thu Nov 13 12:31:02 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
384,"@Adlamecek Adame, kde se mohl ztratit nevíme.. Každopádně za Vámi putuje nový balíček, tak snad už úspěšně dorazí :)",cs,0,Thu Nov 13 10:17:51 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Adlamecek,123,178,400,504,Mon Oct 27 17:40:15 +0000 2014,"@UniCredit_CZSK @Mar_Bal22 @jackal007 zdravim, poslali jste nejaky darecek? Nebo mi ho nekdo čórl ze schranky? Jestli se mam zlobit na CP.",0,1
385,@jackal007 Omlouváme za nepříjemnosti.,cs,0,Thu Nov 13 08:51:29 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Mon Nov 03 16:17:27 +0000 2014,"Přemýšlím, proč @UniCredit_CZSK strhla platbu až odpo, když byla zadaná o víkendu a peněz je na účtu habakuk? Nějaké vysvětlení, milá banko?",0,0
386,"@jackal007 Zdeňku, prověřovali jsme problém, jednalo se o krátkodobou věc, od té chvíli platby odcházejí dle plánu :)",cs,0,Thu Nov 13 08:51:24 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Mon Nov 03 16:17:27 +0000 2014,"Přemýšlím, proč @UniCredit_CZSK strhla platbu až odpo, když byla zadaná o víkendu a peněz je na účtu habakuk? Nějaké vysvětlení, milá banko?",0,0
387,"@T3RMiX Díky za zpětnou vazbu, poslali jsme kolegům na opravu. Zároveň info pro vás: na novém systému se usilovně pracuje, více info brzy.",cs,0,Thu Nov 13 08:34:50 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
388,"@byFcz @kondrej Zdeňku, za ten počet nabídek se omlouváme, poslali jsme do CRM na prověření. Na zavedení bezkontaktních karet se pracuje.",cs,0,Thu Nov 13 08:33:42 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",byFcz,452,963,7998,12236,Fri Oct 31 16:07:14 +0000 2014,@kondrej tady mne dela to samy unicredit,0,0
389,"@GE_Moneybank Díky za výzvu! U nás pro letošek taky individuální věc, jedinců se supr knírem je ale ve výtahu dost:) Ať to roste! #Movember",cs,0,Thu Nov 13 08:30:29 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MONETAMoney,2611,329,3278,139,Fri Oct 31 10:16:26 +0000 2014,@Ceskasporitelna přijala naši Movember výzvu. Co @Air_Bank @zunocz @UniCredit_CZSK @mbank_cz a @komercka ? Více na http://t.co/2KMYOLpJuA,1,1
390,"RT @MyEur: @UniCredit_CZSK Unemployment &amp; uncertainty: Make your #career happen | by Federico Ghizzoni, CEO UniCredit http://t.co/rSuRY47ZS2",en,1,Wed Nov 12 17:13:54 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
391,"@petrschwank Děkujeme za doporučení, Petře! //@moolker",cs,0,Wed Nov 12 17:11:46 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",petrschwank,245,431,2348,769,Sun Nov 09 16:01:08 +0000 2014,"@moolker Unicredit. Měl jsem to úplně stejně, teď naprostá spokojenost.",0,1
392,"@slanicka Děkujeme za doporučení! @moolker Konkrétně se jedná o částku 12 000 Kč, více informací můžete najít zde: https://t.co/u7iIX2fj9A",cs,0,Wed Nov 12 17:11:18 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",slanicka,135,404,1685,104,Sun Nov 09 18:53:36 +0000 2014,"@moolker Unicredit má nový velice zajímavý účet, ale musí tam měsíčně tuším něco rozumného přijít...",0,0
393,"@RKlauz  V rámci mobilní aplikace je vždy k dispozici možnost zjistit zůstatek na účtu, Roberte. Podařilo se Vám to najít?",cs,0,Wed Nov 12 17:07:00 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RKlauz,143,527,9547,4309,Thu Oct 30 09:15:48 +0000 2014,"tak si stáhnu aplikaci mobilní banka od @UniCredit_CZSK  a vím co mam za kartu, spočítám si  kurz ale vůbec se nedozvím kolik mam na učtě",0,0
394,"@muz_na_uteku Dobrý večer, Davide, pokud problém stále přetrvává, kontaktujte prosím svého bankéře. Jistě Vám s tím bude schopen pomoci.",cs,0,Wed Nov 12 17:04:45 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pidibi,2117,43,13089,49511,Mon Oct 20 11:01:05 +0000 2014,tak mila @UniCredit_CZSK neni schopna podat spravne navrh do katastru a uz od 26.8. blokuje prodej bytu a cca 3mil hnijou u advokata na ucte,0,0
395,"@riehelen Dobrý den, Marku, ne všechny pobočky jsou otevřeny do 17:00, mnohé mají otevřeno déle. V každém případě se omlouváme za zklamání.",cs,0,Wed Nov 12 17:03:40 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",riehelen,43,154,792,167,Thu Oct 23 14:55:36 +0000 2014,"To je fakt super, banka ma ve 21. stoleti otevreno do 17h, to ma byt for? ;-( (@ UniCredit Bank) https://t.co/DnOpwDJ6wU",0,0
396,"Patrik Rožumberský: Vnímaná inflace UniCredit Bank v říjnu dosáhla stejné hodnoty jako inflace celková, tedy 0,7% http://t.co/gWJm9zPy1U",cs,0,Mon Nov 10 08:43:02 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
397,"Pavel Sobíšek: Podíl nezaměstnaných se v říjnu snížil na 7,1% http://t.co/7tIvkZn0Vd",cs,0,Mon Nov 10 08:41:16 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
398,"Pavel Sobíšek: Podíl nezaměstnaných se v říjnu snížil na 7,1% http://t.co/7tIvkZn0Vd",cs,0,Mon Nov 10 08:41:16 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
399,"Patrik Rožumberský: Průmyslová produkce v září meziročně posílila o 8,3%, čtěte více na http://t.co/g0UfT9GFdi",cs,0,Thu Nov 06 14:44:39 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
400,"Pavel Sobíšek: Maloobchodní tržby stouply v září meziročně o 6,2% včetně autosegmentu a o 2,4% bez autosegmentu. http://t.co/2wd67jY29U",cs,0,Wed Nov 05 13:06:08 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
401,"RT @ZdenekBubak: UniCredit Bank nabízí pro prvních 1 000 šťastlivců hypotéky za 1,79 procenta - Finparáda http://t.co/IkR4eGFZ4q prostředni…",cs,1,Mon Nov 03 22:09:01 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
402,"RT @Mladezsk: UniCredit a Universities Foundation spúšťa projekt zahraničných stáží, na ktoré sa môžeš prihlásiť do konca roka:) http://t.c…",und,1,Fri Oct 31 09:14:38 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
403,RT @ZdenekBubak: Presto půjčka - převedení úvěru - nová nabídka UniCredit Bank - Finparáda http://t.co/rE9lMBqJef prostřednictvím @Finparada,cs,1,Fri Oct 31 09:14:21 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
404,"@RKlauz Dobrý den, uvedené zobrazení se týkalo pouze omezeného množství klientů, proto nebyl email vygenerován na všechny klienty.",cs,0,Fri Oct 31 08:59:01 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RKlauz,143,527,9547,4309,Wed Oct 29 09:02:14 +0000 2014,"@UniCredit_CZSK Pokud o té chybě víte proč se mi ten německý email pořád zobrazuje, jako to nemůžete poslat upozornění na email ?",0,0
405,"@RKlauz Dobrý den, prosím, kontaktujte naši klientskou linku 800 14 00 14 pro zjištění podrobností. Děkujeme.",cs,0,Thu Oct 30 16:09:36 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RKlauz,143,527,9547,4309,Wed Oct 29 09:15:59 +0000 2014,"@UniCredit_CZSK je opravdu banka snu , 25.9 mi uznají reklamaci za neoprávněné účtovaní poplatku a 30.9 mi ten poplatek znova účtují.",0,0
406,@FredBrooker Ještě jednou se omlouváme za způsobené potíže. //@jackal007,cs,0,Thu Oct 30 16:05:03 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FredBrooker,1873,580,256546,125380,Mon Oct 20 12:06:12 +0000 2014,"@UniCredit_CZSK @jackal007 když se něco podobného stane u moderních služeb, dají ti peníze nebo free service; tady to samozřejmě nehrozí",0,0
407,"Pavel Sobíšek: Podle zprávy z ČSÚ podnikatelská důvěra nepatrně poklesla v průmyslu, ve službách a ve stavebnictví http://t.co/y6Di4zbdSO",cs,0,Fri Oct 24 07:44:51 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
408,@PeroHattingh How did it go? Everything solved?,en,0,Thu Oct 23 09:18:41 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
409,"Platební karta slaví sto let, gratulujeme! http://t.co/SnefV8f8L3",cs,1,Tue Oct 21 17:21:58 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
410,RT @BleskEkonom: Manuela d'Onofrio (UniCredit): Co může investory (také) vyděsit http://t.co/gI2mwYuwO8 http://t.co/uILJqfQlU2,cs,1,Mon Oct 20 13:26:48 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
411,"@jackal007 Skutečně jsme měli cca týdenní výpadek zasílání kartových notif., vše by mělo být opraveno. Za způsobené problémy se omlouváme",cs,0,Mon Oct 20 11:33:23 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Thu Oct 16 09:18:56 +0000 2014,To je servis! @UniCredit_CZSK mě právě informuje o karetní transakci uskutečněné před 25 hodinami. Poslední dobou to nefunguje nějak často,0,1
412,"70 % investic českých milionářů je takzvaně „na jistotu“, 30 procent „na riziko“. http://t.co/GRpkRymaNe",cs,0,Mon Oct 20 11:31:03 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
413,"@jackal007 Zdeňku, díky. Hlásíme kolegům aby se na problém pořádněji podívali. Dáme vědět.",cs,0,Mon Oct 20 09:55:55 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Thu Oct 16 09:18:56 +0000 2014,To je servis! @UniCredit_CZSK mě právě informuje o karetní transakci uskutečněné před 25 hodinami. Poslední dobou to nefunguje nějak často,0,1
414,"@RKlauz Dobrý den, díky za zpětnou vazbu, omlouváme se za případné nepříjemnosti, jednalo se o technickou chybku.",cs,0,Mon Oct 20 09:55:23 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RKlauz,143,527,9547,4309,Thu Oct 02 13:11:38 +0000 2014,"@UniCredit_CZSK  opět valí, jako co to má být otevřu účet a tam nějaký německý text jako co to jako má byt ? http://t.co/WeEH0PioIk",0,0
415,Maloobchod potvrzuje svou roli tahouna ekonomického růstu v Česku. http://t.co/mGyOE7At48,cs,0,Sat Oct 18 11:31:06 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
